qa_id,question,expected_answer,source_text,target_text,1_question_valid,2_needed,3_answer_correct,4_final_decision,5_comment
229ad179-f473-4c7d-91ba-84f4297a897a,When must an Authorised Person notify the Regulator regarding Large Exposures limits?,An Authorised Person must notify the Regulator immediately if the sum of its Large Exposures exceeds 800% of its Tier 1.,"Applicability and limits. For the purposes of this Section an Authorised Person must: (a) identify its Exposures; (b) identify its Counterparties, including whether any are Closely Related to each other or Connected to the Authorised Person; (c) measure the size of its Exposures; (d) establish the value of its Exposures; (e) determine the size of its Exposures as a proportion of its Tier 1; (f) identify whether it has Exposures which are subject to the requirements of Section 4.13 (CRM); (g) identify which, if any, of its Exposures are exempt in accordance with Section A4.11 from the limits set out in Rules 4.15.4 to 4.15.7; (h) aggregate its Exposures to the same Counterparty or group of Closely Related Counterparties or group of Connected Counterparties; (i) monitor and control its Exposures on a daily basis within the Large Exposures limits; and (j) notify the Regulator immediately of any breach of the limits set out in this Section and confirm it in writing.",Large Exposures limits. Subject to IFR Rule 5.4.16 an Authorised Person must ensure that the sum of its Large Exposures does not exceed 800% of its Tier 1.,,,,,
26e6e7bb-aa21-4db6-9b79-ba71b224d9ae,What must an Authorised Person do to include SE Exposures in its Credit RWA calculation under the relevant rules?,The Authorised Person must calculate the RWA for SE Exposures using the specified formula and add it to the RWA for Early Amortisation Exposures.,"The Credit RWA of an Authorised Person is the sum of: (a) its risk weighted assets (RWA) for all its Credit Risk Exposures (referred to in these Rules as ""CR Exposures"") calculated in accordance with Rules 4.8.2 and 4.8.3; (b) its RWA for all its securitisation Exposures (referred to in these Rules as ""SE Exposures"") calculated in accordance with Rule 4.8.4 and Section 4.14; and (c) its RWA for its Counterparty Risk Exposures as calculated in accordance with Sections A4.6 to A4.8.","Calculation of RWA for securitisation Exposures (SE Exposures). To calculate its RWA for all its SE Exposures, an Authorised Person must: (a) calculate the value of the Exposure for each of its SE Exposures in accordance with Exposure measurement methodology specified in Section 4.9 and recognising the effects of any applicable CRM; (b) allocate an applicable Credit Quality Grade for that SE Exposure in accordance with the Rules in Section 4.11; (c) calculate the RWA amount for each SE Exposure, except for those SE Exposures which the Authorised Person is required to include as deductions from any component of Capital Resources, using the following formula: RWA(SE) = SE x CRW where: (i) ""RWA(SE)"" refers to the risk weighted Exposure amount for that securitisation Exposure; (ii) ""SE"" refers to the Exposure value or amount for that SE Exposure calculated in accordance with (a); and (iii) ""CRW"" refers to the applicable risk weight for that SE Exposure determined in accordance with (b); and (d) add the RWA amounts calculated in accordance with (c) for all its SE Exposures to the RWA amounts calculated in accordance with Rule 4.8.5 in respect of its Early Amortisation Exposures.",,,,,
2e3d5f4b-20df-42d6-8cca-1b7a337bb9d7,"If a Mining Reporting Entity considers certain economic assumptions to be commercially sensitive under Rule 11.9.1, what additional information must be disclosed in relation to Ore Reserves?","The entity must provide a statement regarding the commercial sensitivity and explain the methodology used, while also including key information on mining and metallurgical factors, cut-off parameters, study status, and accuracy/confidence related to Ore Reserves.","A Mining Reporting Entitys disclosure pursuant to Rule 11.9.1 must include: (1) in relation to the assumptions used to determine the forecast financial information: (a) all material economic assumptions employed; (b) if the Mining Reporting Entity considers the material economic assumptions to be commercially sensitive, a statement to that effect and an explanation of the methodology used to determine the material economic assumptions; and Guidance A Mining Reporting Entity that considers certain information relating to the material economic assumptions to be commercially sensitive should refer to paragraphs 47-54 of the Guidance on Mining and paragraphs 127 and 128 of the Guidance on Continuous Disclosure. (c) all other material assumptions utilised. (2) the Production Target from which the forecast financial information is derived (including all the information contained in Rule 11.8.3).","ORE RESERVES . Rule 11.6 also requires that when a Mining Reporting Entity discloses an estimate of Ore Reserves, the disclosure is also to include key information relating to mining (recovery/dilution) factors or assumptions, metallurgical factors or assumptions, cut-off parameters, study status and the relative accuracy/confidence.",,,,,
35c60897-91ef-47c1-b8e2-4b352df34f83,"If an Applicant is listing Shares, what must they demonstrate to the Regulator regarding working capital, and how does this relate to the FSRA's expectations for Digital Securities?","An Applicant must demonstrate sufficient working capital for current needs, aligning with the FSRA's requirement for a working capital statement for Digital Securities under MKT Rule 2.3.3.","MARKETS RULES LISTING RULES As set out earlier in paragraph 5, it is the FSRAs general expectation that its Regulations (FSMR) and Rules be read as written, including in relation to the Listing Rules (Chapter 2 of MKT). In relation to specific Listing Rules: a) an Issuer seeking to issue Digital Securities should note that the listing principles set out in MKT Rule 2.2 apply in full; b) for the avoidance of doubt, the requirement for a working capital statement per MKT Rule 2.3.3 applies, along with the other general eligibility requirements of MKT Rule 2.3; c) pursuant to Chapter 5 of MKT, the FSRA has discretion to require the appointment by an Issuer of a Sponsor, compliance adviser or other expert adviser. Due to the complexities involved and the relative infancy of Digital Securities, the FSRA will generally expect an Issuer of Digital Securities to appoint a Sponsor as required by MKT Rule 5.1.2; and d) for Digital Securities in the form of Units of a Fund, Chapter 3 (instead of Chapter 2) of MKT contains the relevant Listing Rules.","Working capital. An Applicant seeking admission of Shares to the Official List must satisfy the Regulator that it and any Subsidiaries have sufficient working capital available for its present requirements or, if not, how it proposes to provide the additional working capital needed.",,,,,
38ebd7b7-000c-4dd2-8450-737c898324c7,Under what conditions must an Authorised Person ensure that their conflict of interest disclosures are detailed enough for a Client?,"The disclosures must be detailed enough when they are made in the context of a service where the conflict arises, considering the nature of the Client.","The requirements in this Rule 6.4.2 apply to an Authorised Person in addition to other requirements under FSMR and any rules made thereunder. For example, an Authorised Person is required to take reasonable steps to identify actual or potential conflicts of interest and then prevent or manage them under GEN 3.3.21-3.3.24. An Authorised Person must also have adequate procedures and controls when it prepares or publishes Investment Research.","Conflicts of Interest: The disclosure in Rule ‎3.3.23 must: (1) be made in a durable medium; and (2) include sufficient detail, taking into account the nature of the Client, to enable that Client to take an informed decision with respect to the service in the context of which the conflict of interest arises.",,,,,
3acb31da-56f1-4c3c-9a21-4beaf443b281,Under what conditions can cash received under a CLN be considered eligible financial Collateral by an Authorised Person?,Cash received under a CLN can be considered eligible financial Collateral if it meets the conditions in Rules 4.13.5 to 4.13.8 and is recognised under the FCCA criteria.,An Authorised Person can only treat Exposures as collateralised provided the conditions of Rules 4.13.5 to 4.13.8 (relating to CRM) are met. Item (d) also includes cash received under a CLN issued by the Authorised Person and loans and Deposits of a Counterparty to or with the Authorised Person which are subject to an on balance sheet Netting agreement recognised under Section 4.13 (CRM).,"For an Authorised Person using the FCCA, eligible financial Collateral comprises: (a) any instrument listed in Rule 4.13.5; (b) any equity Security (including a convertible bond) that is traded on a regulated exchange; and (c) any Unit in a Collective Investment Fund which invests in equity Securities referred to in (b), where: (i) a price for the Units is publicly quoted daily; and (ii) at least 90% of the deposited property of the Fund is invested in instruments listed in this Rule and Rule 4.13.5.",,,,,
71272df0-a59f-4fe0-aaa4-90c5fc1272f0,"If an Insurer is assessing its financial position, how are reinsurance recoveries and premium liabilities treated under the applicable standards?",Reinsurance recoveries are treated as assets and premium liabilities as liabilities according to the standards.,An Insurer must treat as an asset the value of reinsurance and other recoveries expected to be received in respect of claims referred to in Rules 5.4.7 and 5.4.8 in accordance with International Financial Reporting Standards.,"An Insurer must treat as a liability, the premium liability, which is the value of future claim payments and associated direct and indirect settlement costs, arising from future events insured under policies that are in force as at the Solvency Reference Date.",,,,,
735a8c4e-685c-4ab6-89d2-5879d9c9f6ae,Can a Mining Reporting Entity disclose Non-Equivalent Estimates of Mineralisation for areas adjacent to its Mining Tenements if it complies with Rules 11.7.2 to 11.7.6?,"No, a Mining Reporting Entity cannot disclose Non-Equivalent Estimates of Mineralisation for areas adjacent to its Mining Tenements even if it complies with Rules 11.7.2 to 11.7.6.",Where a Mining Reporting Entity discloses material Non-Equivalent Estimates of Mineralisation the Mining Reporting Entity does not need to comply with Rule 11.2.1(1) provided the Mining Reporting Entity complies with: (1) Rule 11.7.2; (2) Rule 11.7.3; (3) Rule 11.7.4; and (4) Rule 11.7.6.,A Mining Reporting Entity cannot disclose material Non-Equivalent Estimates of Mineralisation where it is attempting to disclose: (1) ‘preliminary resources’ where the Mining Reporting Entity’s relevant exploration and evaluation programs are incomplete; (2) Ore Reserves when the appropriate Technical Study(s) required by a Mining Reporting Standard to allow the conversion of Mineral Resources to Ore Reserves has not yet been completed; (3) Non-Equivalent Estimates of Mineralisation for areas adjacent to its Mining Tenements; or (4) with an intent to avoid the requirements of a Mining Reporting Standard and/or these Rules.,,,,,
755320a5-e7eb-4826-b487-fb8e92c299db,"When an Authorised Person acts as a clearing member, how should it calculate the Credit RWA for Trade Exposure if it uses the Standardised Approach to Counterparty Credit Risk?","The Authorised Person must calculate Credit RWA using Rule A4.6.14, App5, and Section 4.13, unless it has permission to use an internal model.","Trade Exposure of a clearing member to a client. Where an Authorised Person acts as a clearing member, and in that capacity, acts as an intermediary between a client and a CCP, it must calculate Credit RWA in respect of its Trade Exposure to the client in accordance with Rule A4.6.14, together with App5 and relevant provisions of Section 4.13 in respect of any Collateral posted by the client, if applicable.",Derivatives and long settlement transactions – Standardised Approach to Counterparty Credit Risk (SA-CCR). The exposure at default (EAD) of Derivative transactions (OTC and exchange-traded) and long settlement transactions must be calculated in accordance with this Section unless the Authorised Person has been granted permission by the Regulator to use an internal model.,,,,,
7e43593a-caab-4e46-8d0d-fdf734286b82,When must a Recognised Investment Exchange ensure satisfactory arrangements for clearing and settlement under Rule 3.8.1?,"When engaging a Clearing Service, a Recognised Investment Exchange must ensure satisfactory arrangements for clearing and settlement.",The satisfactory arrangements required by Rule 3.8.1 should reference the requirements set out in Rule 4.3.3.,"A Recognised Investment Exchange, when engaging a Clearing Service, must ensure that satisfactory arrangements are made for securing the timely discharge (whether by performance, compromise or otherwise), Clearing and settlement of the rights and liabilities of the parties to transactions effected on the Recognised Investment Exchange (being rights and liabilities in relation to those transactions).",,,,,
882d84e6-b76a-4353-b2cf-7d5e0edcb80e,"When a Fund Manager issues a Replacement Prospectus under Rule 9.3.1(3), what specific details must be included to comply with the filing requirements of FUNDS Rules 9.2.1(b), 9.4.2(1)(b) or 9.4.2(2)(b)?","The Replacement Prospectus must clearly state it is a replacement, identify the replaced Prospectus, and include the date and nature of changes, expiry date, and filing date with the Regulator.","Filing a Prospectus pursuant to FUNDS Rules 9.2.1(b), 9.4.2(1)(b) or 9.4.2(2)(b)","Where a Fund Manager, for the purpose of Rule ‎9.3.1(3), issues a Replacement Prospectus, the Fund Manager must: (a) clearly state that it is a Replacement Prospectus, and identify the Prospectus that it replaces, the date and nature of any material change or new matter giving rise to the replacement, the expiry date, and the date of the document which must be the date of filing with the Regulator; (b) if it is a Public Fund, file a copy with the Regulator; and (c) provide a copy to each Person who applied for, but has not yet been issued with, Units under the previous Prospectus after the earliest date of any material change or new matter giving rise to the replacement.",,,,,
901b9ffe-8850-4775-b824-474dc9e2decd,"When must a Fund Manager of a Domestic Fund file a Prospectus with the Regulator according to FUNDS Rules 9.2.1(b), 9.4.2(1)(b), or 9.4.2(2)(b)?",A Fund Manager must file a Prospectus with the Regulator if the Domestic Fund is a Public Fund.,"Filing a Prospectus pursuant to FUNDS Rules 9.2.1(b), 9.4.2(1)(b) or 9.4.2(2)(b)","The Fund Manager of a Domestic Fund shall: (a) produce a Prospectus in accordance with the requirements in this Rule; and (b) if the Fund is a Public Fund, file a copy of the Prospectus with the Regulator.",,,,,
9076eb52-12c8-4c7f-a3d9-b430f16df31f,"When calculating the Exposure value for derivatives, how should the potential future Exposure be factored in alongside the RC for unmargined transactions?","The potential future Exposure for derivatives should be added to the on-balance sheet value, while the RC for unmargined transactions is calculated using the specified formula involving the netting set value.","In relation to on-balance sheet items: a. for SFTs, the Exposure value should be calculated in accordance with IFRS and the Netting requirements referred to in Rule 4.9.14; b. for Derivatives, including written credit protection, the Exposure value should be calculated as the sum of the on-balance sheet value in accordance with IFRS and an add-on for potential future Exposure calculated in accordance with Rules A4.6.14 to A4.6.21 of App 4; and c. for other on-balance sheet items, the Exposure value should be calculated based on their balance sheet values in accordance with Rule 4.9.3.","Calculation of RC for unmargined transactions. RC for unmargined transactions is calculated in accordance with the following formula: RC = max{V – C; 0} where: V = the value of the derivative transactions in the netting set (constituted in accordance with Rule A4.6.18); and C = the haircut value of the net collateral held, calculated in accordance with Section A4.3.",,,,,
93425de2-afd0-458c-8c76-ff9f55e5c947,Under what conditions can a Recognised Investment Exchange list Securities without a current Prospectus when related to a rights issue?,A Recognised Investment Exchange can list Securities without a current Prospectus for a rights issue if the Securities are of the same class already admitted to trading and a document is available with details of the Offer.,"Except where an exemption under Rule 4.3.1 or 4.4.1 applies, the Securities to which a Prospectus relates must not be offered for subscription or sale under an Approved Prospectus unless that Prospectus is a current Prospectus.","For the purposes of section 61(3)(b) of the FSMR the Regulator hereby prescribes the types of Securities that are Exempt Securities: (1) Shares representing, over a period of 12 months, less than 10% of the number of Shares of the same class already admitted to trading on the same Recognised Investment Exchange; (2) Shares issued in substitution for Shares of the same class already admitted to trading on the same Recognised Investment Exchange, if the issue of the Shares does not involve any increase in the issued capital; (3) Securities offered in connection with a Takeover Offer, if a document is available containing information which is regarded by the Regulator as being equivalent to that of a Prospectus; (4) Securities offered, allotted or to be allotted in connection with a merger, if a document is available containing information which is regarded by the Regulator as being equivalent to that of the Prospectus; (5) Securities offered, allotted or to be allotted in connection with a rights issue if: (a) the Securities are of the same class as the Securities already admitted to trading on the same Recognised Investment Exchange; and (b) a document is made available containing information on the number and nature of the Securities and the reasons for and details of the Offer; (6) Shares offered, allotted or to be allotted to existing Shareholders free of charge, or in respect of dividends paid out in the form of Shares of the same class as the Shares in respect of which the dividends are paid, if: (a) the Shares are of the same class as the Shares already admitted to trading on the same Recognised Investment Exchange; and (b) a document is made available containing information on the number and nature of the Shares and the reasons for and details of the Offer; (7) Securities offered, allotted or to be allotted to an existing or former Director or Employee, or any Close Relative of such a Director or Employee, of the Issuer or a member of the same Group as the Issuer and if: (a) the Securities are of the same class as the Securities already admitted to trading on the same Recognised Investment Exchange; and (b) a document is made available containing information on the number and nature of the Securities and the reasons for and detail of the Offer; (8) Shares resulting from the conversion or exchange of other Securities or from the exercise of the rights conferred by other Securities, if the Shares are of the same class as the Shares already admitted to trading on the same Recognised Investment Exchange; or (9) Securities already admitted to trading on another Recognised Investment Exchange or Regulated Exchange (the ""Other Market""), where: (a) the Securities, or Securities of the same class, have been admitted to trading and continuously traded on the Other Market for more than 18 months; (b) the on-going obligations for trading on that Other Market have been complied with; and (c) the Person requesting the admission to trading of the Securities under this exemption makes a summary document in the English language which is approved by the Regulator in accordance with the requirements in section 4.6 and published: (i) containing the information set out in Rule 4.5.2(1)(b); (ii) stating where the most recent and current Prospectus, if any, can be obtained; and (iii) specifying where the financial information disclosed by the Issuer pursuant to its on-going disclosure obligations of the Other Market is available. (10) Securities offered in connection with any issue of Securities under Rules 9.7.1 or 9.7.4, where the Securities are of the same class already admitted to trading on the same Recognised Investment Exchange.",,,,,
9628b280-a523-4478-b196-4f38d98e4f5d,"When calculating the Capital Requirement, how must a Money Remitter determine its Variable Capital Requirement?",A Money Remitter must calculate its Variable Capital Requirement based on a tiered percentage of its monthly payment volume.,"Subject to Rule 3.6A.7, an Authorised Person with a Financial Services Permission enabling it to carry on the Regulated Activity of Providing Money Services must calculate the Capital Requirement for each activity it undertakes as the highest of: (a) the applicable Base Capital Requirement as set out in Section 3.3; and (b) (i) where it undertakes currency exchange the Expenditure Based Capital Minimum as set out in Section 3.7; (ii) for a Money Remitter: (A) the Expenditure Based Capital Minimum as set out in Section 3.7; and (B) the Variable Capital Requirement calculated in accordance with Rule 3.6A.2; (iii) for a Payment Account Provider the Variable Capital Requirement calculated in accordance with Rule 3.6A.4; or (iv) for a Stored Value Provider the Variable Capital Requirement calculated in accordance with Rule 3.6A.6.",Money Remitters. A Money Remitter must calculate its Variable Capital Requirement as the sum of the following: (a) 1.25% of the first $10 million of monthly payment volume; (b) 0.5% of the next $90 million of monthly payment volume; (c) 0.25% of the next $150 million of monthly payment volume; and (d) 0.125% of any remaining monthly payment volume.,,,,,
9922d5b6-c915-43c0-9ddc-31ab09b8b36d,Under what conditions can an Authorised Person recognise CRM of a guarantee from an MDB?,An Authorised Person can recognise CRM of a guarantee from an MDB if it is one of the MDBs referred to in Rule 4.12.8 and listed in the TARGET.,An Authorised Person may recognise the effects of CRM of a guarantee only if it is provided by any of the following entities: (a) central government or central bank; (b) MDB referred to in Rule 4.12.8; (c) International Organisations referred to in Rule 4.12.9; (d) PSE; (e) banks and Securities firms which qualify for inclusion in bank asset class; or (f) any other entity that has an external credit assessment from a recognised credit rating agency that maps to a Credit Quality Grade 3 or better.,"Multilateral development bank (MDB) asset class. An Authorised Person must apply a 0% risk weight to any CR Exposure to the qualifying MDBs set out below: (a) The World Bank Group comprised of the International Bank for Reconstruction and Development (IBRD), the Multilateral Investment Guarantee Agency (MIGA), and the International Finance Corporation (IFC); (b) The Asian Development Bank (ADB); (c) The African Development Bank (AfDB); (d) The European Bank for Reconstruction and Development (EBRD); (e) The Inter American Development Bank (IADB); (f) The European Investment Bank (EIB); (g) The European Investment Fund (EIF); (h) The Nordic Investment Bank (NIB); (i) The Caribbean Development Bank (CDB); (j) The Islamic Development Bank (IDB); and (k) The Council of Europe Development Bank (CEDB).",,,,,
996fe1a9-2b5c-4306-9646-5e5efa6f472c,Can an Authorised Person reduce its Exposure value by the amount of Collateral held if the Collateral value is lower under stress scenarios than under Rule 4.15.12?,"No, the lower Collateral value under stress scenarios must be used to determine the Exposure value.",Recognition of Credit Risk mitigations. Where the value of the Collateral under the stress scenario is lower than the value applied under Rule 4.15.12 the lower value should be used when determining the Exposure value for the purposes of this Section.,"Recognition of Credit Risk mitigations. For the purposes of this Section, an Authorised Person may reduce the value of its Exposures, at its discretion, by any one or more of the following: (a) the amount of any specific provision made, where the provision relates to the risk of a credit loss occurring on that Exposure and is not held as part of a general provision or reserve against its Credit Risks; (b) Netting its claims on and liabilities to a Counterparty, provided that the conditions in Section 4.13 of CRM are met; (c) the amount of Collateral held against its Exposures, where that Collateral is of a type listed based on the FCSA and FCCA approaches and meeting the requirements under Section 4.13; (d) the amount of any eligible guarantees as permitted under Section 4.13.9; (e) the value of a Credit Derivative, where the Credit Derivative is an instrument included in Rule 4.13.11 and the transaction meets the conditions set out in that Section; and (f) the effects of transactions transferring Credit Risks from the Authorised Person to another party through securitisation, provided that the conditions in Section 4.14 are met.",,,,,
9a040616-367a-428c-a55e-664a4b398de2,Can an Authorised Person use a VaR model to calculate the add on for E* in collateralised transactions?,"Yes, if the Authorised Person has received approval from the Regulator.","Calculation of E* for collateralised transactions other than OTC Derivative transactions and long settlement transactions. An Authorised Person using standard supervisory haircuts or own estimate haircuts under the FCCA must calculate E* for any collateralised transaction covered by a qualifying bilateral Netting agreement or qualifying cross product Netting agreement other than OTC Derivative transactions or long settlement transactions, using the following formula: where: E* = Exposure value after risk mitigation; E = fair value of the Exposure calculated in accordance with Section 4.9 of these Rules; C = fair value of eligible financial Collateral received; and add on = the add on amount to reflect the market price volatility and foreign exchange volatility, calculated in accordance with Rule A4.3.8 below.","An Authorised Person must calculate the add on using one of the following approaches: (a) the approach according to the following formula: where: ES = absolute value of the net position in a given Security; HS = haircut appropriate to ES EFX = absolute value of the net position in a currency different from the settlement currency; and HFX = haircut appropriate for currency mismatch between the Collateral and Exposure; or (b) the approach using VaR models, provided the Authorised Person has received approval from the Regulator as referred to in Rule A4.3.5.",,,,,
a054aa1c-94e1-4950-a278-29988a11e699,Can the Regulator bypass the consent conditions in the TARGET when disclosing Confidential Information for criminal investigations?,"Yes, the Regulator can bypass the consent conditions when disclosing for criminal investigations.","Disclosure to a criminal law enforcement agency. Importantly, disclosure of Confidential Information by the Regulator to a criminal law enforcement agency, whether in the U.A.E or otherwise, for the purpose of any criminal investigation or criminal proceedings under paragraph 199(1)(b)(v) is not subject to the requirements under section 199(2).","Paragraphs (1)(b)(i), (ii), (iii), (iv), (vi) and 1(c) do not permit the Regulator to disclose Confidential Information unless the conditions in paragraphs (a) and (b) are met – (a) where the Confidential Information (in whole or in part) originates in another governmental or regulatory authority, whether in the Abu Dhabi Global Market or otherwise, the authority that has disclosed the Confidential Information to the Regulator has given its prior written consent to the disclosure; and (b) where the Confidential Information is CRD Information – (i) EEA Competent Authority that has disclosed the Confidential Information to the Regulator has given its prior written consent to the disclosure; and (ii) if such consent was given for a particular purpose, the disclosure by the Regulator is solely for that purpose.",,,,,
a1267012-875b-4c4f-90aa-29673969bdda,"If a Recognised Investment Exchange is required to hold capital equal to 6 months' operational expenses, how should an Authorised Person determine which operational expenses to include in their capital requirements under MIR Rule 3.2.1?","An Authorised Person should include all non-discretionary operational expenses, such as technology-related costs, when determining capital requirements.","REGULATORY REQUIREMENTS FOR AUTHORISED PERSONS ENGAGED IN REGULATED ACTIVITIES IN RELATION TO VIRTUAL ASSETS Capital Requirements Operational expenses, as set out in MIR Rule 3.2.1, broadly includes all of the overhead, non-discretionary costs (variable and exceptional items can be excluded) incurred (or forecast to be incurred) by an Authorised Person in its operations over the course of a twelve-month period. Technology-related operational expenses, such as the use of IT servers and technology platforms, storage and usage of IT equipment and technology services required for the overall operability of the Authorised Persons platform, are to be included. Development costs, such as research and intellectual property patenting can be excluded.","A Recognised Investment Exchange shall hold the following capital: (a) an amount equal to 6 months' operational expenses; plus (b) unless the Regulator directs otherwise, an additional buffer amount of up to a further 6 months' operational expenses.",,,,,
a728b7c2-82ad-41e4-9b28-8448dd725965,Under what circumstances is an Authorised Person exempt from recording communications with a Client or another Person in relation to a Transaction?,"An Authorised Person is exempt when the communications involve Corporate Finance Business, corporate treasury functions, or are between Fund Managers and Eligible Custodians of the same Fund, or when the communications are general and not intended to lead to a specific Transaction.","Subject to Rule 6.8.1(b), an Authorised Person must take reasonable steps to ensure that it makes and retains recordings of voice and electronic communications that are: (i) with a Client or with another Person in relation to a Transaction, including communications relating to the receipt, execution, arrangement of execution of Client orders and passing of related instructions; and (ii) made with, sent from or received on equipment either provided by the Authorised Person to an Employee or contractor or use of which by an Employee or contractor has been sanctioned or permitted by the Authorised Person.","The obligation in Rule ‎6.8.1(a) does not apply to the following: (i) Corporate Finance Business; (ii) corporate treasury functions; (iii) communications between Fund Managers, or between Fund Managers and Eligible Custodians of the same Fund (when acting in that capacity); and (iv) voice and electronic communications which are not intended to lead to the conclusion of a specific Transaction and are general conversations or communications about market conditions.",,,,,
b338c5ba-80df-460d-98c6-b78511b9b80c,When must a Reporting Entity complete MKT Form 10-1 quarterly as part of its compliance with Rule 10.1.3B(1)?,A Reporting Entity must complete MKT Form 10-1 quarterly if the Regulator requires it as a condition of admission to the Official List or classifies it as a Mining or Petroleum Exploration Reporting Entity.,"The Regulator, when applying Rule 10.1.3B(1), will inform the Reporting Entity that the Rule applies, the length of time the Reporting Entity is required to comply with the Rule and, if applicable, any other requirement imposed on the Reporting Entity in relation to its obligations under the Rule.",A Reporting Entity must complete MKT Form 10-1 on a quarterly basis if the Regulator: (a) requires it as a condition of admission to the Official List pursuant to section 52(1)(b) of the FSMR; (b) classifies the Reporting Entity as a Mining Exploration Reporting Entity or a Petroleum Exploration Reporting Entity; or (c) requires it pursuant to section 84 of the FSMR.,,,,,
c127fb07-c93f-43f2-9299-ce190284f05a,"When calculating the MV of Securities under the CRM provisions in Section 4.13, must the Authorised Person include accrued interest in the value of cash lodged?","Yes, the value of cash lodged must include accrued interest.",The MV of Securities and the value of Collateral under Rules A4.7.3 to A4.7.6 should be calculated in accordance with the CRM provisions set out in Section 4.13.,The MV of Securities and the value of cash lodged must include accrued interest.,,,,,
c129df2d-7fd8-4525-9aa6-346abf8a84a8,When must a Mining Reporting Entity disclose a change in Production results related to Inside Information?,A Mining Reporting Entity must disclose a change in Production results when it constitutes Inside Information that could significantly affect the price of Financial Instruments.,"Production Targets-Disclosure requirements . If a Mining Reporting Entity becomes aware that its Production results will differ materially (up or down) from any Production Target it has disclosed, it may have a legal obligation to disclose this. This obligation to disclose may arise under Rule 7.2.1 and section 95(2) of FSMR, in order to disclose information that would, if generally available, be likely to have a significant effect on the price... of Financial Instruments.","In relation to Financial Instruments, Accepted Virtual Assets, Accepted Spot Commodities or Related Instruments which are not Commodity Derivatives, Inside Information is information of a Precise nature which— (a) is not generally available; (b) relates, directly or indirectly, to one or more Reporting Entities or Issuers of the Financial Instruments or to one or more of the Financial Instruments, Accepted Virtual Assets or Accepted Spot Commodities; and (c) would, if generally available, be likely to have a significant effect on the price of the Financial Instruments, Accepted Virtual Assets, Accepted Spot Commodities or Related Instruments.",,,,,
c3690c94-9a39-410a-8c55-2ccd0793d368,When must an Authorised Person ensure their regulatory capital aligns with the operational expense requirements of a Recognised Investment Exchange?,An Authorised Person must ensure their regulatory capital aligns when holding capital in fiat form as per COBS Rule 17.3 and MIR Rule 3.2.1.,"REGULATORY REQUIREMENTS FOR AUTHORISED PERSONS ENGAGED IN REGULATED ACTIVITIES IN RELATION TO VIRTUAL ASSETS Capital Requirements Given the nature of, and the risks associated with Virtual Assets, COBS Rule 17.3 requires an Authorised Person to hold regulatory capital in a manner consistent with MIR Rule 3.2.1 (being the requirements that a Recognised Investment Exchange must meet). Pursuant to these Rules, regulatory capital held by an Authorised Person must be in fiat form.","A Recognised Investment Exchange shall hold the following capital: (a) an amount equal to 6 months' operational expenses; plus (b) unless the Regulator directs otherwise, an additional buffer amount of up to a further 6 months' operational expenses.",,,,,
cdbc8c83-180d-4204-8020-9c1dc39a316f,Under what circumstances might an Authorised Person's disclosure of a takeover offer to an unrelated individual be considered improper?,"If the disclosure is not in the proper course of the Authorised Person's duties, it may be improper.","Examples of improper disclosure of Inside Information. The following are specific examples of conduct that, in the Regulator's view, may contravene section 92(3): (a) A, a Director of a Company (an Authorised Person) has lunch with a friend, B, who has no connection with the Company or its advisers. A tells B that his Company has received a Takeover Offer that is at a premium to the current share price at which it is trading; (b) B is the CEO of a Company (an Authorised Person) that is about to release its annual financial report. The report will disclose an outstanding claim that will have a significant impact on the Company's financial results. B passes the information on to family members (who have no role in the Company); (c) an Officer or Employee of an Issuer selectively briefs analysts about developments relating to the Issuer that have not yet been disclosed to the market; and (d) the chairman of an Authorised Person announces his resignation to a journalist before this information has been disclosed to the market as a whole.","The second is where an Insider discloses Inside Information to another person otherwise than in the proper course of the exercise of his employment, profession or duties.",,,,,
ec3e0c97-36ac-4fc5-9c8d-c062ae8cf35a,Under what conditions can the Investigator compel a person to provide assistance with locating documents during an investigation?,"The Investigator can compel assistance by issuing a written notice to the person, whether or not they are connected to the Person Under Investigation.","Power to require assistance. Section 206(1)(d) of FSMR empowers the Investigator to require a person to provide assistance in relation to an investigation, which may include requiring a person to do a physical act or provide information to advance an investigation. For example, an Investigator may require a person to assist in the location of specific documents.","The Investigator may, by written notice, require the person who is the Person Under Investigation or any other person (whether or not connected to the Person Under Investigation) to— (a) attend an interview at a Specified time and place and answer questions; (b) produce at a Specified time and place any Specified Documents or Documents of a Specified description; (c) provide such information as the Investigator may require; (d) provide such assistance as the Investigator may require; or (e) permit the Investigator to enter the business premises of such person during normal business hours for the purpose of inspecting and copying Documents on such premises.",,,,,
f5a12f44-50c8-4593-9255-312cbdaf8f03,"When the Default Rules apply to Designated Non-Members, what procedures must the Recognised Clearing House have in place under Rule 4.5.8?","The Recognised Clearing House must have procedures for designating, reviewing, and withdrawing the designation of Persons or descriptions of person.","The Default Rules may make the same or similar provision, in relation to Designated Non-Members that have been designated as such in accordance with the procedures mentioned in Rule 4.5.9, as in relation to Members of the Recognised Clearing House.","If such provision is made as allowed under Rule 4.5.8, the Recognised Clearing House must have adequate procedures for: (a) designating the Persons, or descriptions of person, in respect of whom action may be taken; (b) keeping under review the question which Persons or descriptions of person should be or remain so designated; and (c) withdrawing such designation.",,,,,
